,Drug_name,Disease,Generic_name,Brand_names,Drug_class,Rx_OTC,Pregnancy,CSA,Alcohol
221,Tylophen,ACL Injury (Muscle Pain),acetaminophen systemic, Zipsor,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
222,Tylophen,ACL Injury (Muscle Pain),acetaminophen systemic, Lofena,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
223,Vitapap,ACL Injury (Muscle Pain),acetaminophen systemic,Voltaren,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
224,Vitapap,ACL Injury (Muscle Pain),acetaminophen systemic, Cataflam,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
225,Vitapap,ACL Injury (Muscle Pain),acetaminophen systemic, Zipsor,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
226,Vitapap,ACL Injury (Muscle Pain),acetaminophen systemic, Lofena,miscellaneous analgesics ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
227,Actiprofen,ACL Injury (Muscle Pain),ibuprofen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
228,Actiprofen,ACL Injury (Muscle Pain),ibuprofen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
229,Actiprofen,ACL Injury (Muscle Pain),ibuprofen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
230,Actiprofen,ACL Injury (Muscle Pain),ibuprofen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
231,Addaprin,ACL Injury (Muscle Pain),ibuprofen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
232,Addaprin,ACL Injury (Muscle Pain),ibuprofen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
233,Addaprin,ACL Injury (Muscle Pain),ibuprofen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
234,Addaprin,ACL Injury (Muscle Pain),ibuprofen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
235,Advil Children's,ACL Injury (Muscle Pain),ibuprofen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
236,Advil Children's,ACL Injury (Muscle Pain),ibuprofen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
237,Advil Children's,ACL Injury (Muscle Pain),ibuprofen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
238,Advil Children's,ACL Injury (Muscle Pain),ibuprofen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
239,Anaprox-DS,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
240,Anaprox-DS,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
241,Anaprox-DS,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
242,Anaprox-DS,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
243,Genpril,ACL Injury (Muscle Pain),ibuprofen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
244,Genpril,ACL Injury (Muscle Pain),ibuprofen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
245,Genpril,ACL Injury (Muscle Pain),ibuprofen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
246,Genpril,ACL Injury (Muscle Pain),ibuprofen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
247,Midol IB,ACL Injury (Muscle Pain),ibuprofen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
248,Midol IB,ACL Injury (Muscle Pain),ibuprofen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
249,Midol IB,ACL Injury (Muscle Pain),ibuprofen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
250,Midol IB,ACL Injury (Muscle Pain),ibuprofen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
251,Aflaxen,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
252,Aflaxen,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
253,Aflaxen,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
254,Aflaxen,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
255,All Day Pain Relief,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
256,All Day Pain Relief,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
257,All Day Pain Relief,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
258,All Day Pain Relief,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
259,All Day Relief,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
260,All Day Relief,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
261,All Day Relief,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
262,All Day Relief,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
263,EC-Naprosyn,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
264,EC-Naprosyn,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
265,EC-Naprosyn,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
266,EC-Naprosyn,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
267,Flanax Pain Reliever,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
268,Flanax Pain Reliever,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
269,Flanax Pain Reliever,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
270,Flanax Pain Reliever,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
271,Lofena,ACL Injury (Muscle Pain),diclofenac systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription only,Pregnancy Category D: Positive evidence of risk,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
272,Lofena,ACL Injury (Muscle Pain),diclofenac systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription only,Pregnancy Category D: Positive evidence of risk,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
273,Lofena,ACL Injury (Muscle Pain),diclofenac systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription only,Pregnancy Category D: Positive evidence of risk,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
274,Lofena,ACL Injury (Muscle Pain),diclofenac systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription only,Pregnancy Category D: Positive evidence of risk,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
275,Midol Extended Relief,ACL Injury (Muscle Pain),naproxen systemic,Voltaren,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
276,Midol Extended Relief,ACL Injury (Muscle Pain),naproxen systemic, Cataflam,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
277,Midol Extended Relief,ACL Injury (Muscle Pain),naproxen systemic, Zipsor,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
278,Midol Extended Relief,ACL Injury (Muscle Pain),naproxen systemic, Lofena,Nonsteroidal anti-inflammatory drugs ,Available by prescription or over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
279,acetaminophen / caffeine / magnesium salicylate,ACL Injury (Muscle Pain),acetaminophen / caffeine / magnesium salicylate systemic,Voltaren,analgesic combinations ,Available over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
280,acetaminophen / caffeine / magnesium salicylate,ACL Injury (Muscle Pain),acetaminophen / caffeine / magnesium salicylate systemic, Cataflam,analgesic combinations ,Available over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
281,acetaminophen / caffeine / magnesium salicylate,ACL Injury (Muscle Pain),acetaminophen / caffeine / magnesium salicylate systemic, Zipsor,analgesic combinations ,Available over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
282,acetaminophen / caffeine / magnesium salicylate,ACL Injury (Muscle Pain),acetaminophen / caffeine / magnesium salicylate systemic, Lofena,analgesic combinations ,Available over-the-counter,Pregnancy Category C: Risk cannot be ruled out,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
283,aspirin / caffeine / orphenadrine,ACL Injury (Muscle Pain),aspirin / caffeine / orphenadrine systemic,Orphengesic Forte,skeletal muscle relaxant combinations ,Available by prescription only,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Interacts with Alcohol
284,Salonpas Pain Patch,ACL Injury (Muscle Pain),methyl salicylate topical,Orphengesic Forte,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
285,Bengay Ultra Strength Cream,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Orphengesic Forte,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
286,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical,Elemar Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
287,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Gen7T Plus Patch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
288,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, LenzaPatch,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
289,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, LidoStream,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
290,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Lidothol,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
291,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Provenza,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
292,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Synvexia,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
293,lidocaine / menthol,ACL Injury (Muscle Pain),lidocaine / menthol topical, Veltrix,topical anesthetics ,Available by prescription or over-the-counter,Pregnancy Category B: No evidence of risk in humans,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
294,menthol/methyl salicylate,ACL Injury (Muscle Pain),menthol/methyl salicylate topical,Menthoderm,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
295,menthol/methyl salicylate,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Thera-Gesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
296,menthol/methyl salicylate,ACL Injury (Muscle Pain),menthol/methyl salicylate topical, Thera-Gesic Plus,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
297,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical,Salonpas Pain Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
298,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Boroleum,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
299,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Castiva Cooling,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
300,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Eucalyptamint,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
301,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Exocaine Plus,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
302,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Gordogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
303,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Heet Triple Action,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
304,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Mentholatum Deep Heating,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
305,methyl salicylate,ACL Injury (Muscle Pain),methyl salicylate topical, Satogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
306,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical,Salonpas Pain Patch,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
307,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Boroleum,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
308,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Castiva Cooling,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
309,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Eucalyptamint,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
310,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Exocaine Plus,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
311,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Gordogesic,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
312,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Heet Triple Action,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
313,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Mentholatum Deep Heating,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
314,Salonpas Pain Relieving Patch,ACL Injury (Muscle Pain),camphor / menthol / methyl salicylate topical, Satogesic,topical rubefacient ,Available over-the-counter,Data not Available,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
315,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical,Salonpas Pain Patch,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
316,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Boroleum,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
317,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Castiva Cooling,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
318,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Eucalyptamint,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
319,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Exocaine Plus,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
320,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Gordogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
321,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Heet Triple Action,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
322,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Mentholatum Deep Heating,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
323,Alivio Patch,ACL Injury (Muscle Pain),capsaicin / menthol topical, Satogesic,topical rubefacient ,Available by prescription or over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
324,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical,Salonpas Pain Patch,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
325,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Boroleum,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
326,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Castiva Cooling,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
327,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Eucalyptamint,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
328,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Exocaine Plus,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
329,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Gordogesic,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
330,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Heet Triple Action,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
331,Arthricream,ACL Injury (Muscle Pain),trolamine salicylate topical, Mentholatum Deep Heating,topical rubefacient ,Available over-the-counter,Pregnancy Category N: FDA has not classified the drug,Drug is not subject to the Controlled Substances Act of 1970.,Data not Available
